Date and Time,NMI1,NMI2,NMI3,NMI4,NMI5,NMI6
2/01/2020 3:00,0.766666667,2.266666667,4.566666667,7.1,0.03,4.2
2/01/2020 3:30,0.56,2.22,4.2,7.54,0.032,4.18
2/01/2020 4:00,0.685714286,2.385714286,3.857142857,6.985714286,0.037142857,4.1
2/01/2020 4:30,0.366666667,2.666666667,4,7.133333333,0.03,4.6
2/01/2020 5:00,0.333333333,2.7,3.9,6.733333333,0.18,5.466666667
2/01/2020 5:30,0.54,2.48,3.54,5.84,2.096,5.3
2/01/2020 6:00,0.9,2.885714286,3.014285714,4.371428571,8.511428571,5.471428571
2/01/2020 6:30,0.4,4.433333333,3.166666667,4.266666667,8.406666667,4.833333333
2/01/2020 7:00,0.366666667,6.933333333,2.8,4.5,8.473333333,4.766666667
2/01/2020 7:30,0.32,14.58,2.62,5,8.5,4.86
2/01/2020 8:00,0.4,30.41428571,2.757142857,4.714285714,8.425714286,4.757142857
2/01/2020 8:30,0.4,30.5,3.066666667,4.833333333,8.533333333,4.833333333
2/01/2020 9:00,0.366666667,31.7,3.4,4.466666667,8.396666667,4.733333333
2/01/2020 9:30,0.32,32.68,3.32,4.38,8.524,4.94
2/01/2020 10:00,0.4,31.82857143,3.2,4.7,8.44,5.357142857
2/01/2020 10:30,0.366666667,32.1,3.533333333,7.933333333,8.52,5.033333333
2/01/2020 11:00,0.333333333,32.53333333,3.166666667,10.16666667,8.506666667,5.066666667
2/01/2020 11:30,0.38,32.74,3.14,5.8,8.42,5.2
2/01/2020 12:00,0.328571429,33.58571429,3.157142857,6.028571429,8.574285714,5.857142857
2/01/2020 12:30,0.4,34.2,2.766666667,5.6,8.436666667,5.5
2/01/2020 13:00,0.366666667,34.06666667,2.8,6.833333333,8.543333333,5.466666667
2/01/2020 13:30,0.32,34.06,7.82,9.08,8.462,5.46
2/01/2020 14:00,0.485714286,33.38571429,33.61428571,8.142857143,8.535714286,5.614285714
2/01/2020 14:30,0.633333333,33.43333333,50.1,6.966666667,8.53,5.3
2/01/2020 15:00,0.466666667,33.8,50.46666667,4.9,8.493333333,5.133333333
2/01/2020 15:30,0.4,31.2,50.46,4.88,8.636,5.22
2/01/2020 16:00,0.371428571,17.77142857,50.72857143,4.828571429,8.44,5.157142857
2/01/2020 16:30,0.333333333,3.966666667,50.63333333,5,8.546666667,4.7
2/01/2020 17:00,0.433333333,3.4,50.66666667,5.133333333,8.473333333,4.433333333
2/01/2020 17:30,0.48,3.32,42.86,5.04,8.428,4.3
2/01/2020 18:00,0.371428571,3.571428571,7.585714286,5.142857143,5.825714286,4.442857143
2/01/2020 18:30,0.366666667,2.933333333,4.666666667,5,0.036666667,4.6
2/01/2020 19:00,0.466666667,2.666666667,4.533333333,5.066666667,0.03,4.2
2/01/2020 19:30,0.4,2.4,4.8,5.12,0.032,4.26
2/01/2020 20:00,0.4,2.4,4.8,5.171428571,0.037142857,4.357142857
2/01/2020 20:30,0.566666667,2.566666667,5.066666667,6.933333333,0.03,4.166666667
2/01/2020 21:00,0.9,2.933333333,5.666666667,8.5,0.033333333,4.5
2/01/2020 21:30,0.92,3.24,5.9,8.24,0.038,4.5
2/01/2020 22:00,0.971428571,3.942857143,6.242857143,7.885714286,0.03,4.5
2/01/2020 22:30,0.866666667,3.2,6.033333333,7.766666667,0.033333333,4.466666667
2/01/2020 23:00,0.833333333,3.133333333,5.766666667,8.133333333,0.036666667,4.433333333
2/01/2020 23:30,1.02,3.32,5.52,8.04,0.03,4.54
3-Jan-20,1.328571429,3,5.628571429,7.4,0.03,4.671428571
3/01/2020 0:30,0.9,2.9,5.633333333,7.533333333,0.033333333,4.6
3/01/2020 1:00,1.066666667,2.6,5.433333333,7.766666667,0.036666667,4.566666667
3/01/2020 1:30,1.3,2.5,5.36,7.74,0.03,4.48
3/01/2020 2:00,0.9,2.814285714,5.742857143,7.928571429,0.032857143,4.542857143
3/01/2020 2:30,0.9,2.633333333,6.2,8,0.036666667,4.733333333
3/01/2020 3:00,0.733333333,2.6,6.266666667,8,0.03,4.366666667
3/01/2020 3:30,0.4,2.58,5.86,8.08,0.032,4.34
3/01/2020 4:00,0.371428571,3.157142857,5.357142857,8.457142857,0.037142857,4.528571429
3/01/2020 4:30,0.333333333,2.9,5.566666667,8.433333333,0.03,5.033333333
3/01/2020 5:00,0.4,3.933333333,5.633333333,8.066666667,0.18,5.766666667
3/01/2020 5:30,0.4,5.68,5.5,7.76,2.092,5.46
3/01/2020 6:00,0.4,6.285714286,5.328571429,6.371428571,8.488571429,5.214285714
3/01/2020 6:30,0.366666667,7.1,4.8,5.633333333,8.376666667,5.033333333
3/01/2020 7:00,0.333333333,7.166666667,4.833333333,6.1,8.446666667,5.066666667
3/01/2020 7:30,0.4,7.02,5.24,5.74,8.474,5
3/01/2020 8:00,0.4,7.957142857,4.857142857,5.957142857,8.375714286,5.057142857
3/01/2020 8:30,0.4,10.03333333,4.7,5.866666667,8.493333333,5.2
3/01/2020 9:00,0.4,11.93333333,5,8.933333333,8.37,5.333333333
3/01/2020 9:30,0.38,11.98,4.88,16.56,8.484,5.5
3/01/2020 10:00,0.471428571,11.9,4.971428571,18.77142857,8.397142857,5.1
3/01/2020 10:30,0.733333333,11.63333333,4.4,18.66666667,8.473333333,5.066666667
3/01/2020 11:00,0.4,11.06666667,4.566666667,18.56666667,8.463333333,4.866666667
3/01/2020 11:30,0.38,11.08,4.9,18.38,8.37,4.68
3/01/2020 12:00,0.328571429,11.31428571,4.814285714,17.92857143,8.524285714,5.028571429
3/01/2020 12:30,0.4,11.2,4.8,18.16666667,8.383333333,5.066666667
3/01/2020 13:00,0.366666667,11.3,5.066666667,18.36666667,8.483333333,4.933333333
3/01/2020 13:30,0.32,11.38,4.84,18.08,8.402,4.88
3/01/2020 14:00,0.4,12.12857143,5,15.2,8.475714286,5.257142857
3/01/2020 14:30,0.366666667,11.23333333,5.133333333,7.066666667,8.466666667,5.533333333
3/01/2020 15:00,0.333333333,10.7,5.2,4.666666667,8.416666667,5.933333333
3/01/2020 15:30,0.52,9.44,4.76,4.42,8.552,5.84
3/01/2020 16:00,0.857142857,8.857142857,4.828571429,4.528571429,8.382857143,4.371428571
3/01/2020 16:30,0.466666667,7.066666667,5.166666667,4.666666667,8.493333333,4.266666667
3/01/2020 17:00,0.366666667,4.833333333,4.7,5.1,8.423333333,4.2
3/01/2020 17:30,0.34,4.06,4.82,5.52,8.4,4.22
3/01/2020 18:00,0.442857143,3.642857143,4.985714286,4.8,5.808571429,4.214285714
3/01/2020 18:30,0.333333333,2.9,3.9,4.766666667,0.03,4
3/01/2020 19:00,0.4,2.7,3.2,4.766666667,0.033333333,4
3/01/2020 19:30,0.42,2.68,3.12,4.74,0.038,4.02
3/01/2020 20:00,0.5,2.742857143,3.542857143,4.642857143,0.03,4.157142857
3/01/2020 20:30,0.633333333,3.133333333,3.633333333,6.866666667,0.033333333,4.4
3/01/2020 21:00,0.9,3.3,4.2,8.333333333,0.036666667,4.6
3/01/2020 21:30,0.98,3.54,4.38,7.82,0.03,4.6
3/01/2020 22:00,1.214285714,3.442857143,4.3,7.957142857,0.032857143,4.657142857
3/01/2020 22:30,0.933333333,2.866666667,4.466666667,8.133333333,0.036666667,4.733333333
3/01/2020 23:00,0.833333333,3.033333333,4.8,8.233333333,0.03,4.8
3/01/2020 23:30,0.88,3.06,4.8,8.28,0.032,5.08
4-Jan-20,0.828571429,2.9,4.628571429,8.228571429,0.037142857,4.571428571
4/01/2020 0:30,0.866666667,2.866666667,4.4,8.433333333,0.03,4.666666667
4/01/2020 1:00,0.833333333,2.633333333,4.566666667,8.566666667,0.03,4.866666667
4/01/2020 1:30,0.88,2.32,4.24,8.36,0.032,4.58
4/01/2020 2:00,0.828571429,2.371428571,4.571428571,8.885714286,0.037142857,4.528571429
4/01/2020 2:30,0.9,2.366666667,4.066666667,9.333333333,0.03,4.566666667
4/01/2020 3:00,0.733333333,2.433333333,4.333333333,8.866666667,0.033333333,4.533333333
4/01/2020 3:30,0.4,2.46,4.76,9,0.038,4.64
4/01/2020 4:00,0.4,3.185714286,5.057142857,8.885714286,0.03,4.828571429
4/01/2020 4:30,0.4,3.3,4.233333333,8.7,0.03,5.1
4/01/2020 5:00,0.4,3.033333333,4.233333333,8.6,0.18,5.466666667
4/01/2020 5:30,0.4,3.02,4.04,7.44,2.086,5.34
4/01/2020 6:00,0.6,5.185714286,3.8,5.085714286,8.452857143,5.042857143
4/01/2020 6:30,0.933333333,9.466666667,3.933333333,4.733333333,8.326666667,4.933333333
4/01/2020 7:00,0.633333333,9.566666667,3.733333333,4.466666667,8.396666667,4.9
4/01/2020 7:30,0.64,9.34,2.7,4.42,8.422,4.74
4/01/2020 8:00,0.4,8.9,2.271428571,5.157142857,8.327142857,4.842857143
4/01/2020 8:30,0.366666667,9.5,2.433333333,4.866666667,8.473333333,4.866666667
4/01/2020 9:00,0.333333333,9.833333333,3,4.9,8.363333333,5.233333333
4/01/2020 9:30,0.38,10.3,3.12,4.96,8.498,5.5
4/01/2020 10:00,0.328571429,10.72857143,2.8,5.657142857,8.387142857,6.185714286
4/01/2020 10:30,0.366666667,9.8,2.666666667,4.7,8.46,5.833333333
4/01/2020 11:00,0.333333333,9.866666667,2.4,4.733333333,8.443333333,5.666666667
4/01/2020 11:30,0.38,9.62,2.42,5.16,8.362,5.62
4/01/2020 12:00,0.328571429,8.1,2.557142857,4.885714286,8.587142857,5.814285714
4/01/2020 12:30,0.4,8.166666667,2.833333333,4.7,8.523333333,5.933333333
4/01/2020 13:00,0.366666667,8.133333333,3.233333333,4.866666667,8.626666667,5.666666667
4/01/2020 13:30,0.32,7.68,3.62,4.86,8.496,5.82
4/01/2020 14:00,0.4,6.885714286,3.957142857,5.1,8.628571429,5.871428571
4/01/2020 14:30,0.4,5.5,3.8,5.133333333,8.55,5.5
4/01/2020 15:00,0.4,4.466666667,3.9,5.233333333,8.54,4.7
4/01/2020 15:30,0.4,4.8,3.24,5.3,8.65,4.3
4/01/2020 16:00,0.4,4.742857143,3,5.328571429,8.458571429,4.271428571
4/01/2020 16:30,0.4,4.5,3,5.4,8.61,4.433333333
4/01/2020 17:00,0.4,4.333333333,2.9,5.333333333,8.523333333,4.7
4/01/2020 17:30,0.4,4.32,2.7,5.2,8.536,4.28
4/01/2020 18:00,0.4,3.457142857,3.042857143,5.142857143,5.837142857,4.142857143
4/01/2020 18:30,0.4,2.1,3.566666667,5,0.033333333,3.966666667
4/01/2020 19:00,0.4,2.066666667,2.833333333,4.766666667,0.036666667,3.9
4/01/2020 19:30,0.48,2.18,2.98,4.3,0.03,3.92
4/01/2020 20:00,0.771428571,2.757142857,3.842857143,4.7,0.032857143,4.057142857
4/01/2020 20:30,0.766666667,2.766666667,3.833333333,6.333333333,0.036666667,4.3
4/01/2020 21:00,0.9,3.266666667,5.166666667,7.633333333,0.03,4.533333333
4/01/2020 21:30,0.9,2.78,5.08,7.78,0.032,4.82
4/01/2020 22:00,0.9,2.7,4.457142857,7.871428571,0.037142857,5.471428571
4/01/2020 22:30,0.9,2.766666667,4.9,7.266666667,0.03,4.866666667
4/01/2020 23:00,0.866666667,2.9,4.366666667,7.2,0.033333333,4.8
4/01/2020 23:30,0.86,2.88,4.1,7.18,0.038,4.74
5-Jan-20,1.185714286,2.771428571,4.042857143,7.157142857,0.03,4.528571429
5/01/2020 0:30,1.2,2.766666667,3.966666667,7.3,0.033333333,4.566666667
5/01/2020 1:00,0.833333333,2.766666667,4.4,7.2,0.036666667,4.5
5/01/2020 1:30,0.9,2.48,4.82,7.04,0.03,4.52
5/01/2020 2:00,0.871428571,2.6,4.071428571,7.371428571,0.032857143,4.6
5/01/2020 2:30,0.833333333,2.833333333,3.866666667,7.666666667,0.036666667,4.566666667
5/01/2020 3:00,0.7,2.3,3.633333333,7.466666667,0.03,4.566666667
5/01/2020 3:30,0.32,2.36,3.78,7.58,0.032,4.8
5/01/2020 4:00,0.428571429,2.771428571,4.042857143,7.471428571,0.037142857,5.057142857
5/01/2020 4:30,0.566666667,3.2,4.2,7.433333333,0.03,4.766666667
5/01/2020 5:00,0.666666667,3.133333333,4.5,7.466666667,0.196666667,4.733333333
5/01/2020 5:30,0.56,2.84,3.74,7.1,2.164,4.32
5/01/2020 6:00,0.4,2.142857143,3.014285714,5.528571429,8.62,3.971428571
5/01/2020 6:30,0.4,2.333333333,3.066666667,4.566666667,8.49,3.9
5/01/2020 7:00,0.4,3.133333333,3.266666667,4.5,8.616666667,3.9
5/01/2020 7:30,0.4,3.52,2.68,4.32,8.56,3.92
5/01/2020 8:00,0.371428571,3.8,2.914285714,3.685714286,8.525714286,4.028571429
5/01/2020 8:30,0.333333333,3.233333333,2.9,4.033333333,8.623333333,4.1
5/01/2020 9:00,0.4,3.166666667,3.2,4.266666667,8.49,4.1
5/01/2020 9:30,0.4,3.38,2.9,4.16,8.642,4.08
5/01/2020 10:00,0.371428571,3.5,2.642857143,4.142857143,8.51,3.971428571
5/01/2020 10:30,0.333333333,3.033333333,2.9,4.333333333,8.636666667,3.9
5/01/2020 11:00,0.4,3.066666667,2.7,3.9,8.543333333,3.9
5/01/2020 11:30,0.4,3.1,2.76,3.66,8.51,3.92
5/01/2020 12:00,0.4,3.357142857,2.914285714,3.471428571,8.65,4.085714286
5/01/2020 12:30,0.4,3.133333333,2.766666667,3.466666667,8.503333333,4.166666667
5/01/2020 13:00,0.4,3.433333333,2.866666667,3.533333333,8.63,3.933333333
5/01/2020 13:30,0.46,3.56,2.78,3.38,8.51,4
5/01/2020 14:00,0.842857143,3.571428571,2.671428571,3.557142857,8.664285714,4
5/01/2020 14:30,0.933333333,3.1,2.733333333,4.066666667,8.6,4.033333333
5/01/2020 15:00,0.4,3.166666667,2.866666667,3.666666667,8.593333333,4.133333333
5/01/2020 15:30,0.4,2.94,2.8,3.44,8.71,4.12
5/01/2020 16:00,0.371428571,3.071428571,3.428571429,3.542857143,8.518571429,3.857142857
5/01/2020 16:30,0.333333333,3,3.1,3.633333333,8.646666667,3.933333333
5/01/2020 17:00,0.4,3,3.566666667,3.966666667,8.523333333,3.866666667
5/01/2020 17:30,0.4,3.1,3.8,3.68,8.546,4.02
5/01/2020 18:00,0.4,3.157142857,2.6,3.571428571,5.815714286,4.128571429
5/01/2020 18:30,0.366666667,2.166666667,2.666666667,3.566666667,0.03,4.133333333
5/01/2020 19:00,0.333333333,2.233333333,2.866666667,3.8,0.03,4.166666667
5/01/2020 19:30,0.4,2.84,3.1,4.16,0.032,4.38
5/01/2020 20:00,0.514285714,2.6,3.528571429,5.228571429,0.037142857,4.042857143
5/01/2020 20:30,0.833333333,2.666666667,3.733333333,6.6,0.03,4.433333333
5/01/2020 21:00,0.9,2.933333333,4,7.1,0.033333333,4.5
5/01/2020 21:30,0.88,3.08,4,6.88,0.038,4.5
5/01/2020 22:00,0.828571429,2.685714286,4.285714286,6.914285714,0.03,4.5
5/01/2020 22:30,1.033333333,2.866666667,4.766666667,7.166666667,0.033333333,4.533333333
5/01/2020 23:00,1.166666667,2.766666667,4.3,7.033333333,0.036666667,4.6
5/01/2020 23:30,0.9,2.7,4.22,6.92,0.03,4.58
6-Jan-20,0.9,2.7,3.9,6.885714286,0.032857143,4.471428571
6/01/2020 0:30,0.933333333,2.9,4.066666667,6.7,0.036666667,4.533333333
6/01/2020 1:00,0.966666667,3.166666667,4.166666667,6.833333333,0.03,4.766666667
6/01/2020 1:30,0.88,2.78,3.9,6.74,0.032,4.64
6/01/2020 2:00,0.828571429,2.414285714,4.5,6.9,0.037142857,4.514285714
6/01/2020 2:30,0.9,2.666666667,3.933333333,6.9,0.03,4.666666667
6/01/2020 3:00,0.8,2.5,3.866666667,7.033333333,0.033333333,4.4
6/01/2020 3:30,0.64,2.38,4.2,7.22,0.038,4.42
6/01/2020 4:00,0.685714286,2.814285714,4.628571429,6.871428571,0.03,4.5
6/01/2020 4:30,0.4,3.133333333,3.766666667,6.7,0.033333333,4.766666667
6/01/2020 5:00,0.366666667,4.9,4.266666667,6.866666667,0.206666667,5.333333333
6/01/2020 5:30,0.32,9.3,5.58,7.54,2.16,5.42
6/01/2020 6:00,0.4,21.32857143,7.614285714,7.185714286,8.551428571,5.357142857
6/01/2020 6:30,0.466666667,40.13333333,17.13333333,7.366666667,8.406666667,5.066666667
6/01/2020 7:00,0.633333333,37.8,43.23333333,16.7,8.54,5.1
6/01/2020 7:30,0.68,37.48,54.46,36.08,8.476,4.88
6/01/2020 8:00,0.542857143,36.57142857,54.44285714,46.54285714,8.451428571,4.8
6/01/2020 8:30,0.4,42.06666667,55.2,46.5,8.526666667,5.166666667
6/01/2020 9:00,0.4,41.5,55.76666667,45.63333333,8.413333333,5.733333333
6/01/2020 9:30,0.4,38.74,55.18,45.44,8.55,5.24
6/01/2020 10:00,0.371428571,41.32857143,55.01428571,45.22857143,8.407142857,4.714285714
6/01/2020 10:30,0.333333333,41.36666667,55.7,45,8.533333333,4.966666667
6/01/2020 11:00,0.4,42.36666667,56,34.33333333,8.46,5.166666667
6/01/2020 11:30,0.4,43.42,57.06,12.72,8.432,5.68
6/01/2020 12:00,0.4,40.44285714,57.21428571,6.6,8.548571429,5.342857143
6/01/2020 12:30,0.366666667,43.23333333,56.7,6.033333333,8.413333333,4.766666667
6/01/2020 13:00,0.333333333,41.26666667,56.26666667,6.1,8.52,4.9
6/01/2020 13:30,0.4,40.22,56.66,6.48,8.404,5.02
6/01/2020 14:00,0.4,43.15714286,53.84285714,6.542857143,8.562857143,5.3
6/01/2020 14:30,0.366666667,43.46666667,32.63333333,6.766666667,8.486666667,4.766666667
6/01/2020 15:00,0.333333333,42,5.066666667,5.933333333,8.506666667,4.7
6/01/2020 15:30,0.4,37.14,4.34,4.8,8.614,4.74
6/01/2020 16:00,0.514285714,17.04285714,4.757142857,4.6,8.435714286,4.9
6/01/2020 16:30,0.666666667,16.26666667,4.3,4.1,8.56,5
6/01/2020 17:00,0.633333333,9.666666667,3.8,4.1,8.453333333,4.933333333
6/01/2020 17:30,0.96,8.6,3.14,4.08,8.49,4.34
6/01/2020 18:00,0.4,6.971428571,3.071428571,3.971428571,5.758571429,4.157142857
6/01/2020 18:30,0.4,5.466666667,3.366666667,3.9,0.033333333,4.266666667
6/01/2020 19:00,0.366666667,2.5,2.966666667,3.833333333,0.036666667,4.166666667
6/01/2020 19:30,0.34,2.3,2.82,3.84,0.03,4.1
6/01/2020 20:00,0.557142857,2.5,3.585714286,4.942857143,0.032857143,4.214285714
6/01/2020 20:30,0.766666667,3.033333333,4.7,6.633333333,0.036666667,4.5
6/01/2020 21:00,0.9,3.266666667,5.033333333,7.233333333,0.03,4.5
6/01/2020 21:30,0.9,3.52,4.12,7.12,0.032,4.58
6/01/2020 22:00,0.871428571,3.2,4.2,7.314285714,0.037142857,4.785714286
6/01/2020 22:30,0.833333333,3.233333333,4.2,7.5,0.03,4.533333333
6/01/2020 23:00,0.933333333,3.333333333,4.2,7.466666667,0.033333333,4.6
6/01/2020 23:30,0.96,3.34,4.18,7.76,0.038,4.6
7-Jan-20,0.828571429,3.071428571,4.1,7.542857143,0.03,4.571428571
7/01/2020 0:30,0.9,3.033333333,4.033333333,7.5,0.033333333,4.5
7/01/2020 1:00,0.9,2.966666667,4.133333333,7.733333333,0.036666667,4.5
7/01/2020 1:30,0.98,2.82,4.58,7.8,0.03,4.48
7/01/2020 2:00,1.185714286,3.157142857,4.328571429,7.657142857,0.032857143,4.4
7/01/2020 2:30,0.9,2.766666667,4.166666667,7.333333333,0.036666667,4.6
7/01/2020 3:00,0.7,2.766666667,4.533333333,7.633333333,0.03,4.9
7/01/2020 3:30,0.34,2.86,4.24,8.08,0.032,4.68
7/01/2020 4:00,0.442857143,2.757142857,4.285714286,8,0.037142857,4.657142857
7/01/2020 4:30,0.333333333,2.966666667,4.066666667,7.933333333,0.03,5.066666667
7/01/2020 5:00,0.4,3.066666667,4.3,7.733333333,0.203333333,5.6
7/01/2020 5:30,0.74,5.1,4.8,7.38,2.176,5.56
7/01/2020 6:00,4.785714286,22.64285714,5.885714286,7.3,8.594285714,5.257142857
7/01/2020 6:30,11.3,43.83333333,5.6,20.73333333,8.376666667,4.933333333
7/01/2020 7:00,10.83333333,39.2,11.76666667,42.33333333,8.296666667,7.066666667
7/01/2020 7:30,10.7,37.06,31.32,40.02,8.164,15.62
7/01/2020 8:00,10.87142857,37.75714286,60.17142857,40.58571429,8.234285714,33.3
7/01/2020 8:30,11,36,60.63333333,39.7,8.223333333,33.46666667
7/01/2020 9:00,10.33333333,37.73333333,61.36666667,39.56666667,8.19,33.8
7/01/2020 9:30,10.66,37.44,60.8,40,8.264,34.38
7/01/2020 10:00,11.87142857,39.37142857,61.4,41.02857143,8.18,36.07142857
7/01/2020 10:30,10.53333333,36.76666667,60.7,41.6,8.476666667,29.16666667
7/01/2020 11:00,10.86666667,34.46666667,58.03333333,42.3,8.39,14.03333333
7/01/2020 11:30,10.52,34.6,57.78,39.64,8.046,5.22
7/01/2020 12:00,10.14285714,36.82857143,58.21428571,39.57142857,8.078571429,5.471428571
7/01/2020 12:30,10.33333333,46.53333333,56.66666667,39.96666667,8.043333333,4.933333333
7/01/2020 13:00,9.333333333,61.06666667,57.13333333,39.6,8.083333333,5.066666667
7/01/2020 13:30,4.94,58.7,57.22,38.9,8.022,5.16
7/01/2020 14:00,0.671428571,81.78571429,56.75714286,38.58571429,8.121428571,5.171428571
7/01/2020 14:30,0.6,38.93333333,43.5,27.96666667,8.053333333,5.733333333
7/01/2020 15:00,0.633333333,18.2,13.23333333,6.1,8.086666667,5.733333333
7/01/2020 15:30,0.7,14.1,8.14,5.52,8.116,5.16
7/01/2020 16:00,0.728571429,11.21428571,6.928571429,4.942857143,8.057142857,5.028571429
7/01/2020 16:30,0.766666667,10.73333333,5.266666667,5.066666667,8.1,5.066666667
7/01/2020 17:00,0.7,5.1,4.8,4.7,8.056666667,4.833333333
7/01/2020 17:30,0.72,2.8,4.6,4.88,8.05,4.42
7/01/2020 18:00,0.771428571,2.457142857,3.714285714,4.657142857,5.415714286,4.157142857
7/01/2020 18:30,0.733333333,2.533333333,3.666666667,4.4,0.03,4.3
7/01/2020 19:00,0.766666667,2.4,3.933333333,4.766666667,0.033333333,4.366666667
7/01/2020 19:30,0.72,2.4,3.72,5.06,0.038,4.48
7/01/2020 20:00,1.028571429,2.542857143,3.657142857,5.5,0.03,4.542857143
7/01/2020 20:30,1.5,3,4.4,7.466666667,0.033333333,4.9
7/01/2020 21:00,1.3,3.333333333,4.766666667,8.3,0.036666667,4.866666667
7/01/2020 21:30,1.3,3.6,5.14,8.16,0.03,4.88
7/01/2020 22:00,1.3,3.485714286,5.157142857,8.371428571,0.032857143,5.085714286
7/01/2020 22:30,1.3,3.266666667,4.766666667,8.333333333,0.036666667,4.8
7/01/2020 23:00,1.3,3.266666667,4.7,8.4,0.03,4.766666667
7/01/2020 23:30,1.3,3.02,4.82,8.38,0.032,4.7
8-Jan-20,1.328571429,3.1,5.128571429,8.3,0.037142857,4.7
8/01/2020 0:30,1.366666667,2.966666667,4.666666667,8.366666667,0.03,4.766666667
8/01/2020 1:00,1.5,2.7,4.633333333,8.6,0.033333333,4.866666667
8/01/2020 1:30,1.8,2.72,4.8,8.76,0.038,4.82
8/01/2020 2:00,1.371428571,2.8,5.028571429,8.714285714,0.03,4.871428571
